id_dcie,id_dimension,id_fuente_origen
905,L75,L:75
6412,L759,L:75:9
6413,L810,L:81:0
6418,L815,L:81:5
6420,L817,L:81:7
909,L83,L:83
6423,L850,L:85:0
6432,L878,L:87:8
6449,L918,L:91:8
6464,L944,L:94:4
6469,L950,L:95:0
6478,L985,L:98:5
6483,L998,L:99:8
925,M00,M:00
6489,M010,M:01:0
6492,M013,M:01:3
6502,M029,M:02:9
6509,M052,M:05:2
930,M06,M:06
6515,M062,M:06:2
6518,M068,M:06:8
6527,M080,M:08:0
6541,M103,M:10:3
6550,M121,M:12:1
6554,M125,M:12:5
6558,M138,M:13:8
938,M14,M:14
6563,M143,M:14:3
6573,M158,M:15:8
6574,M159,M:15:9
6575,M160,M:16:0
6578,M163,M:16:3
6590,M179,M:17:9
6597,M189,M:18:9
943,M19,M:19
6600,M192,M:19:2
6604,M201,M:20:1
946,M22,M:22
947,M23,M:23
6627,M230,M:23:0
6641,M245,M:24:5
6650,M254,M:25:4
6654,M258,M:25:8
6659,M303,M:30:3
6663,M312,M:31:2
6672,M321,M:32:1
6678,M339,M:33:9
6683,M349,M:34:9
6698,M364,M:36:4
958,M41,M:41
6720,M433,M:43:3
962,M46,M:46
6727,M461,M:46:1
6730,M464,M:46:4
6764,M514,M:51:4
6772,M539,M:53:9
6774,M541,M:54:1
970,M60,M:60
6787,M610,M:61:0
6790,M613,M:61:3
6796,M622,M:62:2
6804,M631,M:63:1
6815,M660,M:66:0
6830,M700,M:70:0
6831,M701,M:70:1
6833,M703,M:70:3
6835,M705,M:70:5
6850,M722,M:72:2
6858,M750,M:75:0
6860,M752,M:75:2
6862,M754,M:75:4
6873,M767,M:76:7
6887,M793,M:79:3
6922,M840,M:84:0
6931,M852,M:85:2
6946,M869,M:86:9
994,M88,M:88
6963,M898,M:89:8
6978,M918,M:91:8
6980,M920,M:92:0
6989,M929,M:92:9
1000,M94,M:94
6996,M941,M:94:1
1001,M95,M:95
7002,M951,M:95:1
7004,M953,M:95:3
7007,M958,M:95:8
7015,M966,M:96:6
1004,N00,N:00
7036,N008,N:00:8
1005,N01,N:01
7038,N010,N:01:0
7039,N011,N:01:1
7067,N039,N:03:9
7074,N046,N:04:6
7075,N047,N:04:7
7081,N053,N:05:3
7086,N058,N:05:8
1010,N06,N:06
7114,N088,N:08:8
1014,N11,N:11
7142,N164,N:16:4
1020,N17,N:17
1023,N20,N:20
7162,N210,N:21:0
7164,N218,N:21:8
1025,N22,N:22
7179,N290,N:29:0
7183,N301,N:30:1
7189,N310,N:31:0
1034,N32,N:32
1036,N34,N:34
7207,N350,N:35:0
7208,N351,N:35:1
7209,N358,N:35:8
1038,N36,N:36
7212,N361,N:36:1
1049,N48,N:48
7254,N490,N:49:0
7263,N510,N:51:0
7269,N602,N:60:2
7274,N640,N:64:0
7279,N645,N:64:5
8238,Q 61,Q:06:1
8295,Q 175,Q:17:5
1238,Q 18,Q:18
8301,Q 183,Q:18:3
1240,Q 21,Q:21
1243,Q 24,Q:24
8376,Q 281,Q:28:1
8383,Q 302,Q:30:2
8387,Q 310,Q:31:0
8403,Q 334,Q:33:4
8415,Q 357,Q:35:7
1256,Q 38,Q:38
8465,Q 432,Q:43:2
8503,Q 519,Q:51:9
8504,Q 520,Q:52:0
8508,Q 524,Q:52:4
8510,Q 526,Q:52:6
8523,Q 548,Q:54:8
8525,Q 550,Q:55:0
8529,Q 554,Q:55:4
8550,Q 614,Q:61:4
8553,Q 619,Q:61:9
1273,Q 62,Q:62
1274,Q 63,Q:63
8570,Q 641,Q:64:1
8574,Q 645,Q:64:5
8575,Q 646,Q:64:6
1278,Q 67,Q:67
8600,Q 672,Q:67:2
8604,Q 676,Q:67:6
8610,Q 683,Q:68:3
8637,Q 724,Q:72:4
8663,Q 763,Q:76:3
8676,Q 776,Q:77:6
8686,Q 786,Q:78:6
8695,Q 796,Q:79:6
8713,Q 823,Q:82:3
8719,Q 831,Q:83:1
8724,Q 840,Q:84:0
8726,Q 842,Q:84:2
8729,Q 845,Q:84:5
8735,Q 858,Q:85:8
8736,Q 859,Q:85:9
8742,Q 871,Q:87:1
8745,Q 874,Q:87:4
8760,Q 910,Q:91:0
1302,Q 92,Q:92
1305,Q 96,Q:96
8818,Q 989,Q:98:9
8820,Q 991,Q:99:1
8836,R048,R:04:8
8871,R196,R:19:6
8891,R250,R:25:0
1333,R26,R:26
1336,R30,R:30
1343,R39,R:39
8913,R390,R:39:0
1344,R40,R:40
8917,R400,R:40:0
8923,R413,R:41:3
8932,R443,R:44:3
1349,R45,R:45
8935,R451,R:45:1
8944,R461,R:46:1
8952,R470,R:47:0
8955,R480,R:48:0
1365,R61,R:61
9005,R683,R:68:3
9011,R740,R:74:0
9018,R769,R:76:9
9023,R779,R:77:9
9032,R788,R:78:8
9053,R836,R:83:6
9093,R876,R:87:6
1390,R89,R:89
1395,R94,R:94
9126,R948,R:94:8
9133,S002,S:00:2
9144,S014,S:01:4
1402,S02,S:02
9155,S026,S:02:6
9156,S027,S:02:7
9165,S040,S:04:0
1405,S05,S:05
9177,S052,S:05:2
9182,S057,S:05:7
1407,S07,S:07
9195,S070,S:07:0
9201,S088,S:08:8
1409,S09,S:09
9204,S091,S:09:1
9205,S092,S:09:2
9206,S097,S:09:7
9209,S100,S:10:0
9212,S108,S:10:8
9218,S118,S:11:8
9227,S131,S:13:1
9230,S134,S:13:4
1415,S15,S:15
9246,S159,S:15:9
9251,S198,S:19:8
1420,S20,S:20
9258,S207,S:20:7
9260,S210,S:21:0
9303,S274,S:27:4
9310,S281,S:28:1
1430,S30,S:30
9333,S324,S:32:4
9340,S333,S:33:3
9347,S342,S:34:2
9361,S359,S:35:9
9367,S365,S:36:5
1440,S40,S:40
9395,S410,S:41:0
9397,S417,S:41:7
9404,S427,S:42:7
1443,S43,S:43
9410,S433,S:43:3
1444,S44,S:44
9415,S440,S:44:0
9421,S447,S:44:7
9423,S449,S:44:9
9430,S459,S:45:9
1446,S46,S:46
9437,S469,S:46:9
1447,S47,S:47
1448,S48,S:48
9441,S497,S:49:7
9447,S508,S:50:8
9449,S510,S:51:0
9474,S549,S:54:9
9481,S560,S:56:0
9485,S564,S:56:4
9489,S570,S:57:0
9491,S579,S:57:9
1458,S58,S:58
9492,S580,S:58:0
1459,S59,S:59
9496,S598,S:59:8
1460,S60,S:60
1461,S61,S:61
9511,S622,S:62:2
9512,S623,S:62:3
9518,S630,S:63:0
9522,S634,S:63:4
9524,S636,S:63:6
9530,S644,S:64:4
9533,S649,S:64:9
9534,S650,S:65:0
9535,S651,S:65:1
9552,S669,S:66:9
9553,S670,S:67:0
9555,S680,S:68:0
9556,S681,S:68:1
9558,S683,S:68:3
1469,S69,S:69
9562,S697,S:69:7
9563,S698,S:69:8
9578,S724,S:72:4
9579,S727,S:72:7
1473,S73,S:73
9583,S731,S:73:1
9595,S759,S:75:9
9601,S767,S:76:7
9609,S798,S:79:8
9620,S820,S:82:0
9627,S827,S:82:7
9637,S837,S:83:7
9654,S861,S:86:1
9660,S870,S:87:0
9670,S902,S:90:2
9685,S925,S:92:5
9688,S930,S:93:0
9691,S933,S:93:3
9695,S940,S:94:0
9701,S949,S:94:9
9703,S951,S:95:1
9707,S959,S:95:9
9712,S968,S:96:8
9718,S981,S:98:1
9719,S982,S:98:2
9720,S983,S:98:3
9722,S997,S:99:7
9730,T008,T:00:8
9732,T010,T:01:0
9733,T011,T:01:1
9751,T032,T:03:2
9755,T039,T:03:9
9756,T040,T:04:0
9758,T042,T:04:2
9761,T047,T:04:7
9763,T049,T:04:9
9770,T056,T:05:6
9772,T059,T:05:9
1506,T06,T:06
9773,T060,T:06:0
9775,T062,T:06:2
9777,T064,T:06:4
9784,T094,T:09:4
9785,T095,T:09:5
1511,T11,T:11
9801,T133,T:13:3
9804,T136,T:13:6
9812,T145,T:14:5
9814,T147,T:14:7
9825,T174,T:17:4
1518,T18,T:18
9831,T182,T:18:2
9832,T183,T:18:3
9833,T184,T:18:4
9834,T185,T:18:5
9840,T193,T:19:3
9842,T199,T:19:9
1520,T20,T:20
9846,T203,T:20:3
9850,T207,T:20:7
9854,T213,T:21:3
9855,T214,T:21:4
1522,T22,T:22
9859,T220,T:22:0
9861,T222,T:22:2
9869,T232,T:23:2
1524,T24,T:24
9879,T244,T:24:4
9894,T263,T:26:3
9899,T268,T:26:8
9900,T269,T:26:9
9907,T276,T:27:6
9909,T280,T:28:0
9912,T283,T:28:3
9914,T285,T:28:5
9918,T289,T:28:9
1529,T29,T:29
9920,T291,T:29:1
9921,T292,T:29:2
9932,T305,T:30:5
9933,T306,T:30:6
9934,T307,T:30:7
9936,T311,T:31:1
9937,T312,T:31:2
9938,T313,T:31:3
9955,T330,T:33:0
9974,T349,T:34:9
1538,T38,T:38
10005,T384,T:38:4
10006,T385,T:38:5
10011,T390,T:39:0
10029,T411,T:41:1
10055,T443,T:44:3
10062,T450,T:45:0
10083,T471,T:47:1
10085,T473,T:47:3
10088,T476,T:47:6
10089,T477,T:47:7
10098,T486,T:48:6
1549,T49,T:49
10100,T490,T:49:0
10102,T492,T:49:2
10109,T499,T:49:9
1550,T50,T:50
10113,T503,T:50:3
10114,T504,T:50:4
10115,T505,T:50:5
10119,T509,T:50:9
1551,T51,T:51
10135,T532,T:53:2
10137,T534,T:53:4
10144,T542,T:54:2
10145,T543,T:54:3
1555,T55,T:55
10160,T573,T:57:3
10163,T590,T:59:0
10167,T594,T:59:4
10175,T602,T:60:2
10188,T628,T:62:8
10189,T629,T:62:9
10200,T651,T:65:1
10205,T656,T:65:6
10210,T672,T:67:2
10215,T677,T:67:7
10221,T699,T:69:9
10226,T704,T:70:4
10229,T730,T:73:0
10232,T733,T:73:3
10245,T754,T:75:4
10250,T783,T:78:3
10252,T788,T:78:8
1576,T79,T:79
10254,T790,T:79:0
10258,T794,T:79:4
10264,T800,T:80:0
10270,T806,T:80:6
10292,T829,T:82:9
10298,T835,T:83:5
10299,T836,T:83:6
1581,T84,T:84
10304,T842,T:84:2
10306,T844,T:84:4
10308,T846,T:84:6
10313,T851,T:85:1
1583,T86,T:86
10347,T901,T:90:1
10350,T904,T:90:4
10353,T909,T:90:9
10364,T922,T:92:2
10376,T935,T:93:5
10379,T939,T:93:9
10381,T941,T:94:1
10388,T959,T:95:9
10389,T980,T:98:0
10393,V010,V:01:0
10395,V019,V:01:9
10396,V020,V:02:0
10397,V021,V:02:1
10401,V039,V:03:9
10410,V069,V:06:9
10478,V189,V:18:9
10501,V219,V:21:9
1615,V23,V:23
10739,V499,V:49:9
1642,V50,V:50
11009,V799,V:79:9
11037,V827,V:82:7
11067,V860,V:86:0
1679,V87,V:87
11106,V905,V:90:5
1683,V91,V:91
11152,V951,V:95:1
11157,V959,V:95:9
1693,W01,W:01
1698,W06,W:06
11237,W069,W:06:9
11328,W160,W:16:0
11366,W198,W:19:8
11368,W200,W:20:0
11377,W209,W:20:9
1713,W21,W:21
11378,W210,W:21:0
11387,W219,W:21:9
11389,W221,W:22:1
11392,W224,W:22:4
1736,W44,W:44
11618,W450,W:45:0
11622,W454,W:45:4
1740,W50,W:50
11648,W500,W:50:0
11654,W506,W:50:6
11656,W508,W:50:8
11657,W509,W:50:9
1741,W51,W:51
11667,W519,W:51:9
11689,W541,W:54:1
11705,W557,W:55:7
1746,W56,W:56
11718,W569,W:56:9
11720,W571,W:57:1
11721,W572,W:57:2
11722,W573,W:57:3
11724,W575,W:57:5
11726,W577,W:57:7
1748,W58,W:58
1749,W59,W:59
11748,W599,W:59:9
11788,W669,W:66:9
11815,W696,W:69:6
1759,W74,W:74
11848,W749,W:74:9
1762,W77,W:77
11878,W779,W:77:9
1763,W78,W:78
11879,W780,W:78:0
1764,W79,W:79
1765,W80,W:80
1771,W87,W:87
12049,X000,X:00:0
12056,X007,X:00:7
12148,X109,X:10:9
1790,X11,X:11
12157,X118,X:11:8
12158,X119,X:11:9
1799,X20,X:20
12239,X200,X:20:0
12266,X227,X:22:7
1802,X23,X:23
12269,X230,X:23:0
12273,X234,X:23:4
1806,X27,X:27
12309,X270,X:27:0
12317,X278,X:27:8
12336,X297,X:29:7
12348,X309,X:30:9
12368,X329,X:32:9
12439,X400,X:40:0
12440,X401,X:40:1
12479,X440,X:44:0
1827,X48,X:48
12519,X480,X:48:0
1828,X49,X:49
12529,X490,X:49:0
12538,X499,X:49:9
12588,X549,X:54:9
12609,X590,X:59:0
12612,X594,X:59:4
12613,X596,X:59:6
12624,X609,X:60:9
12873,X858,X:85:8
1863,X86,X:86
12931,X916,X:91:6
1872,X95,X:95
12967,X952,X:95:2
12985,X970,X:97:0
12990,X975,X:97:5
1876,X99,X:99
1882,Y05,Y:05
13073,Y058,Y:05:8
13074,Y059,Y:05:9
1884,Y07,Y:07
13085,Y079,Y:07:9
1886,Y09,Y:09
13155,Y149,Y:14:9
13193,Y187,Y:18:7
1901,Y24,Y:24
13265,Y259,Y:25:9
13294,Y288,Y:28:8
13344,Y338,Y:33:8
1912,Y35,Y:35
13363,Y357,Y:35:7
13383,Y409,Y:40:9
13396,Y424,Y:42:4
13450,Y485,Y:48:5
13468,Y512,Y:51:2
13488,Y532,Y:53:2
13491,Y535,Y:53:5
13499,Y543,Y:54:3
13523,Y569,Y:56:9
13524,Y570,Y:57:0
13532,Y578,Y:57:8
13533,Y579,Y:57:9
1932,Y58,Y:58
13536,Y582,Y:58:2
13538,Y584,Y:58:4
13540,Y586,Y:58:6
13552,Y603,Y:60:3
13566,Y617,Y:61:7
13583,Y635,Y:63:5
13651,Y803,Y:80:3
13668,Y835,Y:83:5
1956,Y84,Y:84
13688,Y881,Y:88:1
1962,Y90,Y:90
3,A02,A:02
2092,A053,A:05:3
2124,A154,A:15:4
2128,A158,A:15:8
2130,A160,A:16:0
2146,A183,A:18:3
16,A20,A:20
2199,A281,A:28:1
27,A32,A:32
2219,A329,A:32:9
2238,A400,A:40:0
2241,A403,A:40:3
2252,A420,A:42:0
2255,A427,A:42:7
2305,A542,A:54:2
54,A63,A:63
2325,A638,A:63:8
56,A65,A:65
2341,A680,A:68:0
2345,A691,A:69:1
2374,A804,A:80:4
2388,A834,A:83:4
2392,A839,A:83:9
2419,A938,A:93:8
2438,B003,B:00:3
2440,B005,B:00:5
92,B03,B:03
97,B06,B:06
2463,B060,B:06:0
2480,B171,B:17:1
2486,B182,B:18:2
2493,B202,B:20:2
2516,B250,B:25:0
2525,B268,B:26:8
2539,B332,B:33:2
2540,B333,B:33:3
2546,B343,B:34:3
2600,B419,B:41:9
2604,B428,B:42:8
2605,B429,B:42:9
125,B43,B:43
2609,B438,B:43:8
126,B44,B:44
2611,B440,B:44:0
2613,B442,B:44:2
2617,B450,B:45:0
2628,B464,B:46:4
129,B47,B:47
2632,B470,B:47:0
2638,B483,B:48:3
14599,B541,B:54:1
2654,B550,B:55:0
2658,B560,B:56:0
2660,B569,B:56:9
2676,B608,B:60:8
2682,B659,B:65:9
2690,B669,B:66:9
147,B68,B:68
2709,B701,B:70:1
2710,B710,B:71:0
154,B75,B:75
2722,B761,B:76:1
2734,B812,B:81:2
2736,B814,B:81:4
173,B96,B:96
2794,B971,B:97:1
2795,B972,B:97:2
2813,C020,C:02:0
2831,C059,C:05:9
2850,C108,C:10:8
2861,C138,C:13:8
2906,C223,C:22:3
2944,C348,C:34:8
2960,C409,C:40:9
2972,C434,C:43:4
2982,C444,C:44:4
2994,C461,C:46:1
3020,C498,C:49:8
3054,C600,C:60:0
3060,C621,C:62:1
3090,C699,C:69:9
3095,C711,C:71:1
3096,C712,C:71:2
3221,C920,C:92:0
3222,C921,C:92:1
3230,C929,C:92:9
3247,C959,C:95:9
3248,C960,C:96:0
3314,D101,D:10:1
3318,D105,D:10:5
3322,D110,D:11:0
277,D12,D:12
3339,D134,D:13:4
3345,D141,D:14:1
3360,D166,D:16:6
3365,D171,D:17:1
3366,D172,D:17:2
3380,D201,D:20:1
3388,D219,D:21:9
3392,D223,D:22:3
3411,D260,D:26:0
3430,D303,D:30:3
3447,D332,D:33:2
299,D34,D:34
3456,D354,D:35:4
3462,D360,D:36:0
303,D38,D:38
3512,D444,D:44:4
3529,D473,D:47:3
3540,D486,D:48:6
3547,D510,D:51:0
316,D52,D:52
3558,D531,D:53:1
3579,D578,D:57:8
3585,D590,D:59:0
3586,D591,D:59:1
3613,D680,D:68:0
3623,D691,D:69:1
3653,D762,D:76:2
3657,D802,D:80:2
3664,D809,D:80:9
3690,D849,D:84:9
3701,D898,D:89:8
350,E02,E:02
3711,E030,E:03:0
3729,E055,E:05:5
3746,E103,E:10:3
3772,E129,E:12:9
3789,E146,E:14:6
3794,E161,E:16:1
3799,E169,E:16:9
3808,E214,E:21:4
3832,E261,E:26:1
370,E27,E:27
3836,E271,E:27:1
3842,E279,E:27:9
3849,E290,E:29:0
3851,E298,E:29:8
376,E34,E:34
3878,E500,E:50:0
3888,E511,E:51:1
392,E58,E:58
3912,E630,E:63:0
3939,E711,E:71:1
3960,E749,E:74:9
408,E76,E:76
3975,E771,E:77:1
410,E78,E:78
4011,E850,E:85:0
419,E89,E:89
4036,E893,E:89:3
426,F05,F:05
4061,F059,F:05:9
4070,F068,F:06:8
4071,F069,F:06:9
4161,F184,F:18:4
4191,F232,F:23:2
4204,F309,F:30:9
4214,F319,F:31:9
4217,F322,F:32:2
457,F42,F:42
4287,F512,F:51:2
4348,F688,F:68:8
4364,F739,F:73:9
4366,F781,F:78:1
4387,F842,F:84:2
4390,F845,F:84:5
4391,F848,F:84:8
4400,F913,F:91:3
4421,F959,F:95:9
4438,G021,G:02:1
4450,G050,G:05:0
509,G10,G:10
4468,G129,G:12:9
515,G21,G:21
519,G25,G:25
4500,G258,G:25:8
521,G30,G:30
4511,G320,G:32:0
4535,G410,G:41:0
4543,G433,G:43:3
4549,G443,G:44:3
4550,G444,G:44:4
4569,G471,G:47:1
4576,G501,G:50:1
4584,G518,G:51:8
4592,G529,G:52:9
4595,G532,G:53:2
540,G56,G:56
4634,G598,G:59:8
4648,G628,G:62:8
4650,G630,G:63:0
4654,G634,G:63:4
4667,G718,G:71:8
552,G73,G:73
4686,G802,G:80:2
4731,G941,G:94:1
4756,H018,H:01:8
570,H03,H:03
4781,H051,H:05:1
4782,H052,H:05:2
4791,H063,H:06:3
4801,H111,H:11:1
578,H16,H:16
579,H17,H:17
4829,H182,H:18:2
4837,H190,H:19:0
4840,H193,H:19:3
4842,H200,H:20:0
4848,H211,H:21:1
584,H22,H:22
4855,H220,H:22:0
4865,H262,H:26:2
4877,H288,H:28:8
589,H30,H:30
4883,H310,H:31:0
4906,H353,H:35:3
4919,H404,H:40:4
4920,H405,H:40:5
4927,H431,H:43:1
4945,H470,H:47:0
4951,H476,H:47:6
4956,H490,H:49:0
4973,H511,H:51:1
607,H52,H:52
4979,H522,H:52:2
4984,H527,H:52:7
609,H54,H:54
4995,H541,H:54:1
4999,H545,H:54:5
5017,H604,H:60:4
5046,H671,H:67:1
623,H71,H:71
624,H72,H:72
626,H74,H:74
5080,H809,H:80:9
630,H82,H:82
5089,H831,H:83:1
5105,H912,H:91:2
5114,H932,H:93:2
5135,I059,I:05:9
5170,I200,I:20:0
5183,I229,I:22:9
5218,I308,I:30:8
5250,I379,I:37:9
5258,I401,I:40:1
5260,I409,I:40:9
5275,I430,I:43:0
5277,I432,I:43:2
5331,I521,I:52:1
5362,I638,I:63:8
5396,I698,I:69:8
5411,I720,I:72:0
5421,I731,I:73:1
5428,I744,I:74:4
5439,I778,I:77:8
5455,I820,I:82:0
5457,I822,I:82:2
5466,I840,I:84:0
5469,I845,I:84:5
5470,I847,I:84:7
5475,I860,I:86:0
5487,I881,I:88:1
5494,I950,I:95:0
5513,J013,J:01:3
5548,J155,J:15:5
5592,J328,J:32:8
742,J38,J:38
5612,J381,J:38:1
5617,J386,J:38:6
5620,J391,J:39:1
5634,J441,J:44:1
760,J68,J:68
5664,J680,J:68:0
5674,J700,J:70:0
770,J91,J:91
5692,J929,J:92:9
5716,J983,J:98:3
5722,J990,J:99:0
5730,K005,K:00:5
5783,K076,K:07:6
5808,K115,K:11:5
5829,K144,K:14:4
5831,K146,K:14:6
5837,K221,K:22:1
5838,K222,K:22:2
5849,K250,K:25:0
5851,K252,K:25:2
5854,K255,K:25:5
5864,K266,K:26:6
5878,K282,K:28:2
5883,K287,K:28:7
5911,K383,K:38:3
5923,K413,K:41:3
5924,K414,K:41:4
814,K43,K:43
5948,K501,K:50:1
821,K55,K:55
823,K57,K:57
831,K65,K:65
836,K72,K:72
837,K73,K:73
840,K76,K:76
6092,K770,K:77:0
6109,K824,K:82:4
6118,K838,K:83:8
6194,L118,L:11:8
6197,L121,L:12:1
6198,L122,L:12:2
6281,L433,L:43:3
6286,L442,L:44:2
6290,L449,L:44:9
881,L45,L:45
6294,L503,L:50:3
6296,L505,L:50:5
883,L51,L:51
6302,L512,L:51:2
6307,L532,L:53:2
6322,L564,L:56:4
6347,L620,L:62:0
6351,L632,L:63:2
6365,L663,L:66:3
901,L71,L:71
6396,L730,L:73:0
907,L81,L:81
910,L84,L:84
6425,L852,L:85:2
6427,L858,L:85:8
6429,L870,L:87:0
6431,L872,L:87:2
6452,L921,L:92:1
6462,L942,L:94:2
921,L95,L:95
6484,M000,M:00:0
6487,M008,M:00:8
6507,M050,M:05:0
6555,M128,M:12:8
6567,M148,M:14:8
6569,M151,M:15:1
6577,M162,M:16:2
6585,M171,M:17:1
6598,M190,M:19:0
6617,M217,M:21:7
6647,M251,M:25:1
6652,M256,M:25:6
6680,M341,M:34:1
6688,M354,M:35:4
6717,M430,M:43:0
963,M47,M:47
6738,M479,M:47:9
6739,M480,M:48:0
6745,M488,M:48:8
6773,M540,M:54:0
6785,M608,M:60:8
6788,M611,M:61:1
972,M62,M:62
6808,M650,M:65:0
6814,M659,M:65:9
6820,M665,M:66:5
6824,M673,M:67:3
6841,M711,M:71:1
6848,M720,M:72:0
981,M73,M:73
982,M75,M:75
6871,M765,M:76:5
6888,M794,M:79:4
6936,M858,M:85:8
6951,M878,M:87:8
6956,M890,M:89:0
6959,M893,M:89:3
6973,M908,M:90:8
6979,M919,M:91:9
6982,M922,M:92:2
7005,M954,M:95:4
7017,M969,M:96:9
7025,M997,M:99:7
7098,N070,N:07:0
7108,N080,N:08:0
7117,N118,N:11:8
7130,N141,N:14:1
7135,N151,N:15:1
1031,N29,N:29
7180,N291,N:29:1
7190,N311,N:31:1
7191,N312,N:31:2
7196,N322,N:32:2
7198,N324,N:32:4
7199,N328,N:32:8
1037,N35,N:35
7255,N491,N:49:1
1051,N50,N:50
1053,N60,N:60
7271,N604,N:60:4
7272,N608,N:60:8
1232,Q 12,Q:12
8269,Q 133,Q:13:3
1236,Q 16,Q:16
8312,Q 204,Q:20:4
8366,Q 268,Q:26:8
1248,Q 30,Q:30
1249,Q 31,Q:31
8440,Q 393,Q:39:3
1258,Q 40,Q:40
8476,Q 443,Q:44:3
8477,Q 444,Q:44:4
8507,Q 523,Q:52:3
8518,Q 540,Q:54:0
8532,Q 558,Q:55:8
8566,Q 633,Q:63:3
8584,Q 655,Q:65:5
8601,Q 673,Q:67:3
1279,Q 68,Q:68
8612,Q 685,Q:68:5
8630,Q 716,Q:71:6
8642,Q 729,Q:72:9
8714,Q 824,Q:82:4
8728,Q 844,Q:84:4
8744,Q 873,Q:87:3
8771,Q 923,Q:92:3
8776,Q 928,Q:92:8
8802,Q 969,Q:96:9
8826,R002,R:00:2
8832,R031,R:03:1
8873,R200,R:20:0
8892,R251,R:25:1
8895,R258,R:25:8
8896,R260,R:26:0
8900,R268,R:26:8
1345,R41,R:41
8931,R442,R:44:2
8958,R488,R:48:8
8962,R498,R:49:8
1373,R71,R:71
9052,R835,R:83:5
1392,R91,R:91
9152,S023,S:02:3
9162,S033,S:03:3
9199,S080,S:08:0
9214,S110,S:11:0
9235,S142,S:14:2
9240,S150,S:15:0
9257,S204,S:20:4
9261,S211,S:21:1
9263,S217,S:21:7
9264,S218,S:21:8
1422,S22,S:22
9272,S228,S:22:8
9280,S240,S:24:0
9298,S269,S:26:9
9312,S297,S:29:7
9313,S298,S:29:8
9326,S315,S:31:5
9334,S325,S:32:5
9365,S363,S:36:3
9371,S369,S:36:9
9411,S434,S:43:4
9413,S436,S:43:6
9424,S450,S:45:0
9438,S480,S:48:0
9439,S481,S:48:1
1449,S49,S:49
9510,S621,S:62:1
9529,S643,S:64:3
9543,S660,S:66:0
1468,S68,S:68
1470,S70,S:70
9569,S709,S:70:9
1474,S74,S:74
1479,S79,S:79
1482,S82,S:82
9626,S826,S:82:6
9634,S834,S:83:4
9635,S835,S:83:5
9653,S860,S:86:0
1489,S89,S:89
1491,S91,S:91
9684,S924,S:92:4
1493,S93,S:93
9699,S947,S:94:7
9717,S980,S:98:0
9728,T003,T:00:3
9749,T030,T:03:0
9753,T034,T:03:4
1504,T04,T:04
9794,T115,T:11:5
9800,T132,T:13:2
9803,T135,T:13:5
1519,T19,T:19
9841,T198,T:19:8
9849,T206,T:20:6
9857,T216,T:21:6
9863,T224,T:22:4
9871,T234,T:23:4
9872,T235,T:23:5
9873,T236,T:23:6
9887,T254,T:25:4
1526,T26,T:26
9926,T297,T:29:7
9966,T341,T:34:1
9970,T345,T:34:5
9973,T348,T:34:8
1536,T36,T:36
9989,T366,T:36:6
9998,T375,T:37:5
10012,T391,T:39:1
10016,T398,T:39:8
1545,T45,T:45
10071,T459,T:45:9
1552,T52,T:52
10132,T529,T:52:9
10141,T539,T:53:9
10146,T549,T:54:9
1558,T58,T:58
10173,T600,T:60:0
10192,T632,T:63:2
10197,T638,T:63:8
1565,T65,T:65
1566,T66,T:66
10233,T738,T:73:8
10262,T798,T:79:8
10282,T819,T:81:9
10287,T824,T:82:4
10293,T830,T:83:0
10303,T841,T:84:1
10311,T849,T:84:9
10334,T875,T:87:5
10358,T914,T:91:4
10359,T915,T:91:5
10390,T981,T:98:1
10400,V031,V:03:1
1601,V09,V:09
1612,V20,V:20
10507,V225,V:22:5
10552,V291,V:29:1
10579,V321,V:32:1
10685,V439,V:43:9
10692,V446,V:44:6
1639,V47,V:47
10955,V739,V:73:9
10998,V786,V:78:6
11050,V841,V:84:1
1681,V89,V:89
11110,V909,V:90:9
11117,V916,V:91:6
11165,V972,V:97:2
11178,W010,W:01:0
11207,W039,W:03:9
11228,W060,W:06:0
11257,W089,W:08:9
1701,W09,W:09
11327,W159,W:15:9
1709,W17,W:17
11362,W194,W:19:4
11383,W215,W:21:5
1726,W34,W:34
11549,W381,W:38:1
11608,W440,W:44:0
11609,W441,W:44:1
11621,W453,W:45:3
11651,W503,W:50:3
11690,W542,W:54:2
11693,W545,W:54:5
11694,W546,W:54:6
11704,W556,W:55:6
11706,W558,W:55:8
11725,W576,W:57:6
11737,W588,W:58:8
1753,W66,W:66
11897,W798,W:79:8
11968,W879,W:87:9
1789,X10,X:10
12189,X150,X:15:0
12279,X240,X:24:0
12338,X299,X:29:9
12448,X409,X:40:9
1823,X44,X:44
12498,X459,X:45:9
1825,X46,X:46
12508,X469,X:46:9
12528,X489,X:48:9
1870,X93,X:93
12973,X958,X:95:8
1877,Y00,Y:00
13051,Y036,Y:03:6
13063,Y048,Y:04:8
13105,Y099,Y:09:9
1887,Y10,Y:10
13195,Y189,Y:18:9
1898,Y21,Y:21
13246,Y240,Y:24:0
13302,Y296,Y:29:6
13315,Y309,Y:30:9
13336,Y330,Y:33:0
1918,Y44,Y:44
13416,Y445,Y:44:5
13419,Y449,Y:44:9
13434,Y466,Y:46:6
13467,Y511,Y:51:1
13485,Y529,Y:52:9
1931,Y57,Y:57
13531,Y577,Y:57:7
13535,Y581,Y:58:1
13546,Y593,Y:59:3
13565,Y616,Y:61:6
13576,Y628,Y:62:8
13650,Y802,Y:80:2
